Node	X-Coord	Y-Coord
1172	3015.08	-35307.99
707	-37010.00	990.00
912	-23989.64	-20509.63
1804	-90621.93	7589.94
1734	-90841.82	-1480.45
534	-45368.08	-40058.38
530	-43920.00	-38760.00
101	-63568.64	-2020.17
1471	-77190.00	-23700.00
1543	-73123.59	-7531.31
1513	-74625.35	-20048.86
608	-40360.52	-41213.97
1475	-76920.00	-24350.00
1565	-72780.00	-16800.00
1921	-49894.14	-42465.86
1538	-74381.16	-23650.64
1116	-6752.07	-36399.01
37	-65160.67	-46856.12
1741	-90640.00	-5920.00
1744	-89742.38	-3514.42
81	-65590.92	1542.90
1501	-75870.00	-19050.00
792	-4776.43	10606.30
577	-42864.30	-43525.15
1532	-73404.41	8704.35
1333	-84025.28	1652.96
1227	-5110.00	-10070.00
95	-63953.83	-3560.96
1747	-89787.42	-49221.40
1754	-88813.48	-50751.88
450	-45753.27	-28695.07
1490	-74065.26	-39760.28
1972	-31740.00	-7150.00
348	-52590.52	-27732.07
422	855.57	-3849.86
2047	-96883.26	-50473.61
1746	-89370.02	-39064.61
250	-12533.42	7214.77
391	-51338.63	-31584.04
1996	-98867.74	8689.39
197	-59607.75	279.84
210	-56534.35	-663.57
1701	-94282.54	-26703.00
1715	-91962.74	-26580.91
1598	-71060.00	-25540.00
1590	-72610.79	-24871.59
1913	-54035.71	-6879.42
559	-42987.96	-11763.19
657	-38241.93	6357.86
1703	-90347.07	4016.76
1223	-4416.97	843.79
1637	-69334.69	-3028.85
855	-26782.32	-21857.82
1706	-89357.57	5391.06
1022	-18260.00	-660.00
517	-6752.07	-14539.08
1775	-89120.00	-22940.00
1918	-51500.00	-25700.00
1545	-74686.40	-15897.66
1875	-93265.77	-46577.85
1861	-94790.00	-47440.00
820	-30826.89	-12805.69
1931	-41901.30	-27346.88
721	-36400.00	1710.00
2023	-98270.00	-45120.00
144	-60035.08	-20659.33
685	-33855.48	-29186.08
1897	-57471.10	5835.13
1217	-5054.70	-41986.43
1280	-86608.97	4676.42
571	-42800.00	-37900.00
1705	-94587.77	-25726.25
339	-53540.00	-7740.00
1830	-100779.02	-4420.20
1255	-87750.49	-10708.65
1671	-67804.22	-3585.39
546	-5114.99	-47954.92
319	-54300.00	-26980.00
516	-44310.00	-36360.00
1760	-90192.38	-11380.17
1592	-71004.31	-34890.58
1244	-89520.86	-9365.61
26	-66383.98	-16263.94
1857	-95213.65	-37951.54
297	-55270.00	-12360.00
320	-57309.19	-50266.10
1387	-81157.40	-16813.36
456	-47212.36	-37395.00
404	3070.45	-24265.30
173	-59716.67	-30139.56
1709	-96605.00	-20559.76
1888	-62934.52	-44351.71
563	-1187.84	-4654.46
1452	-78230.00	-15650.00
427	-48500.00	-32730.00
229	-13107.83	-16465.06
1347	-82622.53	7056.08
1848	-96187.59	-23898.98
1838	-106900.92	-21672.84
892	-25145.23	-46317.83
76	-65160.67	-2054.92
1841	-100083.35	-23759.85
676	-36412.25	14061.80
1809	-93404.91	-41569.02
5402	-93265.77	-45047.38
1266	-86773.74	-9548.75
686	-24811.76	24380.58
1341	-84026.61	-15531.37
1359	-81951.01	-4298.69
1185	1625.96	-42658.46
1551	-72117.38	-37395.00
474	-46060.00	-15850.00
1133	-8003.97	-54118.07
1850	-91169.13	-22368.65
1552	-70308.63	-51586.69
274	-56200.00	-3150.00
29	-67943.35	4484.39
636	-39204.93	-42562.16
439	-48010.00	-18730.00
1149	-11181.84	-21376.32
421	-54323.91	-51036.49
1542	-73560.00	-22250.00
34	-66130.00	-31810.00
916	-38446.91	-60213.00
1095	-13406.16	494.69
1688	-67727.02	-19743.63
1679	-68032.26	-20842.48
1689	-67570.00	-20400.00
902	-23797.04	-45643.74
582	-41997.60	-42754.76
963	-21810.00	-14090.00
1704	-94100.58	-16664.00
1268	-87320.00	-58010.00
1534	-73890.00	-29610.00
1002	-19090.00	-12800.00
220	-58560.00	-11730.00
684	-35664.22	-27933.87
506	-44680.00	-32820.00
969	-20920.00	-200.00
125	-62450.00	-41950.00
1120	4823.83	-3446.26
1093	-12722.63	-14153.88
850	-26878.62	-12805.69
1644	-68260.29	-8965.69
779	-30826.89	-17813.25
1233	2597.68	-45047.38
828	-25973.58	11142.09
1301	-85430.70	-7595.24
799	-30700.00	-4870.00
89	-65021.54	-45047.38
331	-53938.71	-49303.11
1283	-85195.99	-52421.49
1762	-91317.90	-19307.55
324	-54080.00	-25340.00
420	-49270.00	-31660.00
1419	-81706.82	-21025.62
1937	-47582.96	6068.97
573	-40071.62	5972.67
1427	-79670.00	-21960.00
1240	1206.34	-39203.74
749	4545.56	-38647.21
1373	-81021.97	-7342.01
1640	-70840.43	9131.68
21	-67804.22	-38925.47
393	-51049.73	-27057.98
1811	-101752.96	-8455.09
1930	-44300.00	-37900.00
202	-59350.00	-11210.00
1162	-2967.69	-43934.31
174	-62795.39	-47134.39
176	-59524.07	-31295.15
351	-49973.85	19258.55
1951	-39879.02	-50843.90
637	-41034.61	-17524.35
650	-39940.00	-15930.00
1292	-86290.00	-18400.00
527	-43990.00	3230.00
412	-51531.23	-49880.90
1759	-90072.21	18914.19
807	-26878.62	-34376.72
1971	-28900.90	-36495.31
587	649.80	9214.95
27	-66445.03	-14371.48
123	-62520.00	-7480.00
118	-62820.00	-5660.00
1737	-91390.00	-6760.00
738	-35660.00	-47580.00
730	-33479.12	9483.89
1448	-78654.46	-19133.16
1799	-88849.34	-14676.71
2015	-99526.81	-1776.65
1874	-96605.00	-13463.92
189	8023.91	-17916.21
127	-62350.00	-6850.00
119	-62820.00	-6680.00
1821	-95074.52	-12907.38
1446	-80743.70	-43099.50
796	-30441.69	-42562.16
414	-49500.00	-28050.00
1032	-17537.59	-27250.58
279	-59312.14	20305.83
1278	-84698.13	-15897.66
1810	-96605.00	-36699.33
1757	-90080.00	-6950.00
1546	-72813.05	-27516.47
49	-65830.00	-10120.00
788	6076.03	-2194.05
1536	-73810.00	-32330.00
1631	-69195.56	-39899.41
918	-18307.99	-33124.83
1242	-88200.00	-13710.00
885	-23966.28	13498.48
390	-51120.00	-32310.00
562	-43056.90	7994.95
416	-49480.00	-25890.00
9	-67240.00	-19420.00
277	-56090.00	-45300.00
1553	-73080.00	-28120.00
1778	-87422.14	-19029.29
368	-50968.98	-3724.53
1331	-84270.80	-12173.78
835	-28500.00	-3100.00
1792	-89093.53	-13944.15
1729	-88697.91	6600.45
1868	-96883.26	-18611.88
317	-54520.00	-36610.00
1135	5241.23	1145.17
1852	-95070.00	-44020.00
1867	-93404.91	-43934.31
536	-41507.86	24102.31
1782	-88910.39	-19438.39
4	-67360.00	-34050.00
1313	-85195.99	-49082.27
1288	-85430.70	-19011.06
438	-51242.33	-51325.39
1230	2685.25	-5583.24
1724	-91556.45	6380.56
2041	-103422.57	-4976.73
1067	-15130.11	-27732.07
1379	-82969.85	-25429.46
145	-60767.64	-21636.09
141	-63026.39	-22246.56
1793	-88055.73	-7290.01
1713	-95213.65	-19029.29
1382	-81716.45	19024.14
537	-38446.91	21041.36
139	-62000.00	-30470.00
1808	-93265.77	-37116.73
1614	-68917.29	1006.04
2036	-97650.00	-46350.00
668	-38434.53	-768.28
1187	6215.17	-31412.23
863	-27060.00	-330.00
214	-58540.16	-10625.23
60	-66134.61	5458.33
1675	-67902.10	-28983.96
1768	-89430.00	-8650.00
1779	-88177.82	-8449.90
1231	1902.01	-37395.00
1317	-84959.80	13911.73
1318	-86279.13	12592.40
1372	-84778.59	-28073.01
790	-31597.28	-52384.68
1840	-98970.28	-22785.91
1270	-89642.95	-16813.36
529	-43970.00	9650.00
900	-25799.03	-5876.29
80	-64047.60	-4837.60
1099	-13107.83	-23880.10
1166	-8960.00	-13750.00
945	-15611.61	-34858.22
389	-50760.84	-28502.47
827	-28710.00	-14940.00
1849	-95352.79	-23759.85
768	-9391.57	58.32
1569	-73709.64	-24200.07
1409	-80743.70	-14298.72
2006	-99800.00	-39760.00
69	-65299.80	-3724.53
783	5241.23	-4837.60
1238	2685.25	-4042.46
260	-51976.85	6811.89
1071	-15033.81	-24072.70
615	1430.37	4596.56
268	-7040.97	-51036.49
618	-10411.45	-52577.28
1530	-74080.00	-30340.00
762	-31384.55	7214.77
1997	-107457.46	-16664.00
306	-64627.93	-51517.99
350	-53039.99	-1568.91
332	1762.87	-52004.09
1646	-68880.00	-31500.00
289	-10020.00	-15450.00
639	8270.61	-5679.54
1682	-67324.31	-30524.75
1941	-41708.71	2794.79
1967	-31886.18	-20028.13
773	-27745.31	-28598.77
1250	-86895.83	-11807.50
235	-56057.30	-38517.59
440	-47634.65	-8491.54
298	-55094.30	-43139.96
170	-60680.00	-1940.00
653	-38723.43	12039.52
870	-23604.45	-30332.15
1766	-90619.71	-24749.49
624	-40745.71	-29176.56
1366	-83387.25	-58265.13
1597	-71080.00	-30710.00
153	-61240.00	-42400.00
328	-52953.61	-26092.53
1894	-60012.70	-41986.43
1776	-89100.00	-52480.00
239	-56153.59	-37265.70
13	-67040.00	-9170.00
1178	-4248.29	-19065.14
222	-58430.00	-3370.00
1248	-87445.25	-14188.33
1481	-74900.06	-35864.52
705	-37290.00	-6860.00
497	-39762.83	16989.43
493	-45280.00	13880.00
1338	-84637.08	-19682.58
894	-23508.15	-33510.03
864	-25626.73	-33991.53
1265	-86651.64	-3993.46
1660	-68639.02	-5672.40
198	-58899.63	-42682.10
518	-42479.10	-23591.21
98	-63568.64	-34761.92
264	-56330.00	-41740.00
386	-51434.93	-38421.29
812	-29930.00	-10910.00
889	-23791.73	10618.45
567	-43153.19	-32643.34
1968	-30634.29	-41117.67
673	-38730.00	-15930.00
1226	-4155.14	-3781.72
1362	-82552.44	-22646.77
407	5444.97	5731.12
132	-61011.83	-19682.58
330	-53893.47	-5694.04
1807	-98831.14	-20977.16
1494	-76190.00	-33700.00
1327	-82691.58	-56456.38
1378	-84778.59	-26820.80
1949	-40420.00	-13240.00
1145	-2584.22	-3432.63
1657	-69056.43	-36421.06
303	-6559.48	-43428.85
1870	-98135.47	-24038.12
1119	-12660.00	-6820.00
1391	-81995.91	-24872.92
147	-140.00	870.00
775	-32640.00	-5120.00
1416	-73981.23	-241.38
1570	-71145.66	-22307.61
1563	-72488.70	-22185.51
1784	-89276.67	-23955.88
1783	-89093.53	-25176.82
1453	-78656.69	-44490.84
1562	-73091.32	-14020.46
1581	-70865.17	-39899.41
165	-60820.00	-38810.00
646	-40050.00	13280.00
1673	-68020.00	-10420.00
1806	-87201.07	-6923.72
778	510.67	-35029.72
826	-29960.20	-52192.09
822	-29863.90	-50458.70
1984	-104118.24	-802.71
1805	-88230.00	-55350.00
90	-63857.54	-7605.53
1405	-78795.82	-13185.65
199	-58081.57	1989.16
1549	-73300.00	-28900.00
1813	-92013.57	-53256.30
114	-63664.94	2120.70
1210	-2411.15	10606.30
2029	-107457.46	-10681.23
1977	-103700.84	-40873.35
2040	-103144.30	-14716.13
2035	-107318.33	-13881.32
1728	-92152.70	-11516.04
589	-42220.00	11030.00
398	-51020.00	-19860.00
675	-37664.14	-35821.21
649	-38434.53	-28020.97
1460	-77680.00	-29630.00
190	-58064.83	3649.59
195	-59393.64	-5883.70
964	-20737.15	-8232.68
1381	-84361.19	-25568.59
1506	-75430.00	-32340.00
1851	-93961.45	-24455.52
1843	-96326.73	-25429.46
1839	-103144.30	-21116.30
658	-39490.00	-9230.00
757	-31995.47	4683.83
1264	-85858.03	-12295.87
763	-31995.47	13323.93
1326	-84639.46	-55065.04
750	-31351.06	-35447.12
1215	-6249.71	-290.77
1256	-87873.32	10448.49
621	-27872.71	25911.06
2016	-97273.55	2092.74
853	-27167.52	-5198.05
242	-54035.01	-37554.60
1526	-73695.35	-8246.01
168	-60679.66	-37650.90
124	-62450.00	-40930.00
664	-39120.00	-9820.00
157	-45.87	-44351.71
1651	-69195.56	-34751.45
1014	-14456.02	-39962.08
207	-59317.03	-44490.84
748	-29681.45	-31412.23
1742	-90680.75	-17240.69
396	-50471.94	-29561.76
955	-22270.00	-7300.00
1647	-68880.00	-33240.00
1929	-45271.78	-30235.85
32	-64604.13	-37255.86
1603	-70726.04	310.37
1899	-59110.00	-16380.00
413	-48257.06	-28887.66
852	-28419.41	-49688.30
1001	-17826.49	-46028.93
795	-31130.00	-2940.00
1457	-77372.47	8887.49
1136	-11486.14	1280.16
699	-37390.00	-2960.00
1228	11544.78	-4523.95
1947	-40938.31	-43139.96
766	-8774.36	-20317.03
560	-42093.90	-15790.97
1981	-101752.96	-40177.68
269	-55286.90	-31295.15
861	-26108.23	-50362.40
859	-26589.72	-48340.12
1769	-90436.56	-26458.81
415	-49480.00	-23750.00
575	-32742.40	22432.70
1609	-69612.96	-524.44
1108	-13130.00	-4260.00
816	-29730.00	-6970.00
476	-45542.75	-36003.66
2046	-100500.75	-20559.76
874	-25048.93	-49110.51
1958	-35352.95	-52192.09
453	-47871.86	-30621.05
20	-66740.00	-11170.00
841	-28060.00	-8270.00
448	-47390.36	-27539.48
1451	-78250.00	-20560.00
680	-6686.08	-2908.98
1096	-3893.32	-988.96
1938	-37057.34	19171.27
752	-34101.06	-14346.48
347	-52526.28	-23650.64
565	-42960.60	-33702.63
1645	-69334.69	-38090.67
1959	-35660.00	-49300.00
803	-29767.60	-8279.62
2026	-105231.31	-12350.85
23	-66445.03	8765.40
193	-56921.67	7544.45
860	-27071.22	-6738.84
502	-7733.37	3898.37
1893	-60872.26	4239.28
620	-24394.35	26050.19
610	-35385.95	26467.59
844	-27970.00	-11740.00
1539	-73600.00	-29710.00
1774	-74065.26	21458.76
18	-66940.00	-33030.00
1619	-68499.89	-2054.92
1620	-68639.02	-4281.06
769	-32849.17	-52480.98
1781	-89050.00	-26200.00
1138	371.53	12275.91
1628	-69057.70	-28695.07
550	-43430.00	-15920.00
689	-37086.34	-43525.15
789	-31630.00	-2930.00
40	-64724.23	4720.78
770	-33030.00	-49590.00
511	-44680.00	-31730.00
586	-36916.43	25076.25
1297	-85784.39	6270.61
1299	-86059.25	7754.86
135	-1350.00	-10880.00
1942	-38715.54	15942.14
942	-36027.05	-57970.04
1987	-103144.30	-29742.62
1982	-105648.72	-32247.03
1983	-104953.05	-29325.22
1995	-102170.36	-28907.81
1992	-106066.12	-27377.34
2001	-101613.83	-31690.50
1988	-103144.30	-32107.90
1978	-107179.19	-29881.75
672	-24926.29	22400.40
1796	-87811.54	-6069.06
1932	-43538.39	-27346.88
564	-41805.01	-34665.62
926	-23219.25	-52095.79
797	-30840.00	-8540.00
1512	-75119.80	18199.55
1906	-56731.39	-46606.73
272	-54709.11	-30235.85
183	-61264.91	-48525.73
566	-42575.40	-31776.64
1163	3340.00	1240.00
1795	-87750.49	-4970.21
1790	-88840.00	-7060.00
1789	-88862.82	-5933.19
507	-44790.28	-23494.91
357	-52098.95	-24810.54
323	-56153.59	-55851.46
22	-67386.82	-35725.39
1045	-5115.16	-2036.25
1186	3432.48	9910.62
1665	-68248.29	16275.53
226	-56738.38	-4224.16
703	-37856.74	-24554.20
1503	-75810.00	-33710.00
192	-59441.05	-4271.58
262	-56470.00	-41430.00
1550	-74760.93	-54508.50
878	-26589.72	-26383.88
1328	-84300.14	4291.62
16	-67943.35	2397.38
370	-2132.88	8519.28
1117	-5638.80	-4218.09
510	-44501.38	-28791.37
1110	-9641.05	-49399.41
1156	1866.74	3287.45
283	-54035.01	-29080.26
1180	557.64	6691.13
715	-3959.40	-8664.82
998	-1648.21	-6642.54
452	-46812.57	-30235.85
1585	-71640.00	17910.00
19	-67804.22	-37395.00
232	-58946.27	-48629.01
729	-35930.75	-17139.16
717	-36460.00	-15770.00
1955	-34967.76	-14827.97
1047	-17071.66	-9890.88
1036	-16984.38	-11199.99
607	-43923.59	-52866.18
73	-65040.00	18720.00
284	-55820.00	-29410.00
1039	-17595.30	-11985.45
7	-63190.86	15560.89
611	410.00	-1940.00
1914	-53056.00	12554.17
834	-36604.85	-55658.86
172	-60670.00	-13800.00
1827	-98274.61	-5115.87
774	-32670.00	-2260.00
343	-49886.58	669.24
720	-35160.36	-41021.37
723	-2322.40	5556.57
832	-28580.00	-9780.00
801	-31597.28	-10687.10
1376	-81300.23	-45882.18
907	-24860.00	-12340.00
166	-61988.59	-13333.67
697	-37567.84	-51421.69
695	-38530.83	-53058.78
872	-36893.74	-53732.87
909	-24952.63	-13287.18
353	-53334.26	15058.59
1953	-38279.17	7738.41
688	-34871.46	8669.05
374	-51386.38	12415.04
372	6666.80	9309.34
1198	-7384.27	-6923.57
659	-25362.66	19433.09
821	-44501.38	-55947.76
1568	-69473.83	-53534.56
447	-48820.03	12845.33
1202	-6380.00	-8070.00
338	-55090.26	-13944.15
346	-53030.00	-15480.00
1201	-6410.00	-6340.00
830	-40842.01	-55466.26
919	-33716.34	-59656.47
352	-3381.60	-7412.93
364	-51525.52	-524.44
576	-38145.63	2217.00
542	-43640.00	-1080.00
745	-34197.36	-17042.86
1976	-96668.86	12207.60
700	-37380.00	-15020.00
1190	-7330.00	-5050.00
1505	-75480.00	-28600.00
633	-38916.03	-23302.31
72	-63942.10	12672.42
113	-62701.94	-768.28
1683	-66830.28	-45186.51
1659	-69473.83	-48664.87
1669	-68221.62	-45743.05
1528	-67247.68	-51030.15
1681	-68154.35	-15287.18
340	-53991.41	-15348.23
1670	-68639.02	-48108.33
1652	-70865.17	-48386.60
754	-35834.45	-4812.85
764	-33730.00	-7150.00
758	-34220.00	-6530.00
1901	-58368.48	-46895.63
1685	-65160.67	-40038.55
1680	-66830.28	-43656.04
1661	-69056.43	-44212.57
1668	-67247.68	-41012.49
1649	-68499.89	-42682.10
1524	-69891.23	-49777.94
1882	-107318.33	-7342.01
687	-38056.77	-5267.30
691	-40167.92	-3464.66
692	-37740.00	-4130.00
1879	-95909.32	-39342.88
1219	7049.97	-246.17
301	-62099.72	-56038.98
533	-45656.98	-12227.89
525	-42960.60	-24746.80
318	-54516.51	-41406.57
146	-59974.03	-19560.49
79	-62415.92	-25237.87
311	-54700.00	-47150.00
741	-34351.86	4422.01
369	-49299.37	-2054.92
524	-44116.19	-43717.75
1714	-97578.93	-21672.84
15	-66830.28	11997.64
616	-41755.16	-2754.29
1567	-72770.00	-18620.00
1561	-73404.41	-19743.63
630	-31351.06	-31968.77
556	-43030.00	-9820.00
1469	-77250.00	-41200.00
471	-45849.57	-43717.75
470	-46270.00	-19350.00
1785	-89459.81	-16324.99
1612	-69070.06	-25054.73
6	-66830.28	-47690.93
1791	-87839.54	-28768.68
1358	-81951.01	-2589.37
380	-489.65	4247.46
312	-55094.30	-39480.58
591	-40456.82	-20124.43
1074	-14540.72	-2210.79
1084	-14098.42	18258.68
432	-49596.01	-22124.47
1584	-72534.78	-663.57
1447	-77404.48	-47273.53
1286	-86340.00	-15400.00
914	-21678.46	-40925.07
1434	-75595.73	2814.78
526	-45175.48	-42273.26
108	-63697.91	-16569.17
342	-52109.03	-39673.18
1431	-79081.79	-16691.27
1272	-87090.00	-15400.00
2022	-96760.00	-28900.00
734	-30634.29	11172.83
1573	-71878.23	-16874.41
1602	-70718.33	-17484.88
1600	-71030.00	-19260.00
455	-46930.00	-31690.00
1648	-68947.96	-20293.05
1282	-86470.00	-13690.00
1294	-86220.00	-32000.00
825	-26397.12	13195.11
1767	-89276.67	-20659.33
632	-39108.63	483.61
1305	-85308.60	-6130.11
580	-41034.61	-39865.78
549	-44116.19	-13190.89
726	-11872.28	15754.26
358	-52709.42	-22368.65
531	-44031.09	-8776.03
55	-65995.47	20763.09
886	-23989.64	-38517.59
203	-59524.07	1639.20
642	-38145.63	-30813.65
661	-38627.13	-49399.41
1697	-91996.23	11657.88
465	-12358.88	-814.41
1732	-90511.98	12372.51
428	-11733.14	12136.77
271	-10351.58	-2996.26
74	-65299.80	-7063.75
1183	-8431.56	-5090.83
41	-67108.55	22989.24
1081	-14794.09	14084.65
1519	-74430.00	-27570.00
540	-43923.59	-42369.56
442	-47770.00	-39840.00
228	-61859.23	19815.38
761	-36701.14	-8857.42
316	-54936.60	14410.04
1098	374.07	-12324.19
1738	-90930.00	-8980.00
253	-56677.48	-19621.53
1777	-90253.42	-15287.18
1557	-72813.37	-57007.05
384	-51143.38	8909.87
1733	-91178.76	-32525.30
24	-66590.00	-18160.00
161	-60910.00	-8620.00
307	-53377.53	20742.20
314	-62894.54	-53155.08
958	-33715.87	-57681.14
1666	-68200.00	-18480.00
313	-1576.35	-34334.05
171	-62124.15	2313.30
71	-64339.03	-31295.15
1267	-86169.93	-29881.75
985	-19860.00	6560.00
1105	-8672.19	13806.38
57	-65510.00	-30370.00
1251	-87810.00	-16460.00
126	-61931.55	-3849.86
186	-60958.34	21474.91
596	-41130.91	14447.00
1554	-74564.30	13404.98
1604	-69752.10	-6089.81
601	-41708.71	-32739.64
1690	-71143.44	6710.54
1555	-70865.17	-55065.04
1476	-74065.26	-38090.67
1654	-68398.54	-17240.69
1468	-77260.00	-17750.00
91	-64430.00	-13420.00
663	-39975.32	-28791.37
739	-4440.89	-22531.91
1206	-4853.33	4771.11
1019	-20498.60	-56038.98
1574	-71551.25	-5816.03
266	-54113.50	-18339.54
1730	-93480.48	17374.97
2002	-95789.30	9513.97
1798	-87283.00	-52282.36
1444	-75696.51	-6530.73
1477	-76790.00	-19390.00
1896	-60151.84	-46716.99
1529	-75039.20	-51586.69
2027	-105648.72	-18751.02
362	-52494.22	-33028.53
930	-44212.49	-59221.93
1023	-10796.64	-42176.96
94	-64918.85	-16630.22
1380	-83665.52	-24038.12
182	-60360.00	18480.00
839	-31789.88	-54599.57
1102	-15675.28	4422.01
33	-66078.75	-20964.57
1787	-89509.15	-31273.09
2019	-102031.23	-2054.92
1298	-86120.00	-16500.00
1285	-86380.00	-28350.00
1092	-14237.56	15615.13
468	-45542.75	17841.27
1610	-70550.67	-13105.96
905	-23604.45	-9820.41
1966	-33370.00	-10050.00
288	-57566.67	15593.05
1752	-94239.71	-20003.23
246	-13493.43	3898.37
780	-32460.00	-9130.00
1012	-23142.15	-57291.19
2012	-99387.68	-29742.62
1656	-68639.02	11858.50
798	-29464.53	16989.43
1908	-56955.75	18473.08
1026	-18968.12	13249.85
1325	-82969.85	-30020.89
808	-27167.52	-38132.39
1189	-1455.62	-53540.28
1540	-74065.26	5458.33
1182	-8966.96	-31391.45
1761	-89480.00	-28340.00
876	-20081.19	24658.85
867	-26108.23	-52769.88
489	-49508.95	-12998.29
856	-26300.82	-8183.32
569	-42864.30	-36399.01
1866	-94100.58	-39760.28
1943	-41419.81	-21087.42
787	-29960.20	-15983.56
817	-46716.27	-55947.76
294	-56432.11	21091.29
693	-37730.00	-15930.00
46	-65468.28	-14371.48
1287	-85195.99	-24455.52
469	-49797.84	7513.46
1946	-43153.19	-49784.60
265	-52282.09	4675.24
45	-65890.00	-13000.00
1676	-70865.17	14641.19
929	-15489.77	23406.64
1678	-67850.00	-14080.00
1826	-91039.63	-50612.75
403	-56812.62	8658.42
238	-57610.00	-45340.00
1432	-75178.33	-47830.06
259	-50759.32	21178.57
1576	-72030.00	-23120.00
479	-46619.97	-42851.06
1797	-88396.08	-30160.02
458	-48931.15	-10109.31
981	-30826.89	-57970.04
728	-38145.63	-46125.23
1043	-10604.05	-38228.69
223	-58360.00	-37690.00
1040	-21485.86	-53347.68
481	-45656.98	-41213.97
583	-42286.50	-30139.56
592	-42575.40	-54021.77
996	-25819.33	-58066.34
1253	-87283.00	-30994.83
116	-62930.00	-13880.00
614	3648.25	-10013.01
612	-41901.30	1928.10
933	-40745.71	-58933.03
1858	-94657.12	-32525.30
848	-27840.00	-53770.00
1396	-79352.36	-37951.54
400	-58064.83	-57430.32
2005	-97548.41	6215.64
1881	-97022.40	-31829.63
361	-47442.92	21178.57
394	-47181.09	22836.77
1658	-68778.16	8797.55
1212	-4633.49	-34954.52
1816	-98692.01	-16524.87
784	-28323.11	-23976.40
2	-67440.00	-22160.00
1075	-3456.95	-5090.83
1208	-7384.27	1541.98
30	-66330.00	-36480.00
791	-31420.00	-49840.00
1722	-91317.90	-29325.22
86	-64620.00	-12170.00
1693	-91178.76	-37534.13
1922	-49299.37	-37395.00
962	-21880.00	5250.00
443	-50410.22	14022.12
1725	-91596.16	-30855.69
480	-43253.78	16116.69
1361	-83943.78	-37951.54
626	-41160.00	-30970.00
1027	-13107.83	-45836.33
451	-46908.87	-41213.97
337	-6752.07	-33798.93
488	-43651.77	14979.02
1368	-82135.04	-37255.86
545	-44501.38	-29658.06
594	-41708.71	-28309.87
922	-27455.31	-60213.00
541	-41708.71	-22724.51
402	-56812.62	13249.85
482	-46042.17	-10013.01
84	-63758.96	8582.26
355	-48914.86	16685.97
1037	-14237.56	-50056.21
1276	-86910.00	-16460.00
1484	-76380.00	-58670.00
478	-45522.89	15331.23
31	-66280.00	-7630.00
1441	-79213.22	-55899.85
1422	-81218.44	-19621.53
1030	-24856.34	-55947.76
1856	-94378.85	-31133.96
1824	-92848.37	-31133.96
1855	-94796.25	-29464.35
532	-16741.97	11719.37
48	-65773.51	-11685.40
315	-54075.72	17513.07
1377	-75039.20	310.37
1991	-100918.15	4345.26
354	-5202.43	-5789.02
1591	-71160.00	-23830.00
599	-42190.20	-14346.48
643	-40230.00	-46710.00
544	-43249.49	-30043.26
1556	-73020.00	-53290.00
1246	-87960.00	-15400.00
865	-26108.23	-9338.92
520	-8100.26	-28406.17
1522	-75874.00	-50473.61
1502	-75860.00	-29610.00
1229	-6463.18	-24746.80
1622	-66830.28	-54091.10
1999	-108987.94	-19029.29
115	-62980.00	-16020.00
854	-27410.00	-10200.00
884	-27360.12	-13864.98
276	-54901.70	-32450.74
875	-25434.13	-10109.31
584	-43634.69	-28117.27
473	-45403.62	-37116.73
325	-4633.49	-54792.17
2007	-98757.80	4236.65
120	-64186.73	22015.30
5555	-63044.61	21901.65
3003	-98098.13	15890.73
3004	-56534.35	22293.57
3005	9832.66	1979.98
3006	6537.22	-11553.80
3007	-26011.93	-28502.47
3001	-69056.43	24937.12
3002	-14237.56	20484.82

